gf-id	num-gen	num-spe	ath	bra	cpa	ptr	mtr	gma	cme	pbr	vvi	sly
ORTHOSTM003296	18	14	1	1	1	2	1	2	1	2	1	2
ORTHOSTM003298	18	14	1	1	1	1	2	3	1	1	1	1
ORTHOSTM003299	18	14	1	1	1	2	1	2	1	3	1	1
ORTHOSTM003300	18	14	1	1	1	2	1	2	1	2	1	1
ORTHOSTM003301	18	14	1	1	1	2	1	2	1	2	1	1
ORTHOSTM003305	18	14	1	1	1	2	1	2	1	3	1	1
ORTHOSTM003307	18	14	1	1	1	2	1	2	1	2	1	2
ORTHOSTM003308	18	14	1	1	1	2	1	2	1	3	1	1
ORTHOSTM003311	18	14	1	1	1	2	1	2	1	2	1	1
ORTHOSTM003313	18	14	1	1	2	1	1	2	1	2	1	1
ORTHOSTM003314	18	14	1	2	1	2	1	2	1	1	1	1
ORTHOSTM003315	18	14	1	1	1	1	2	2	1	2	1	1
ORTHOSTM003316	18	14	1	1	1	2	1	2	1	3	1	1
ORTHOSTM003318	18	14	2	2	1	2	1	2	1	1	1	1
ORTHOSTM003319	18	14	2	2	1	1	1	2	1	2	1	1
ORTHOSTM003320	18	14	1	1	1	2	1	2	1	3	1	1
ORTHOSTM003321	18	14	1	2	1	1	1	2	1	1	1	2
ORTHOSTM003323	18	14	1	2	1	1	1	2	1	1	1	2
ORTHOSTM003324	18	14	1	1	1	1	2	2	1	1	1	2
ORTHOSTM003325	18	14	1	1	1	2	1	2	1	2	1	1
ORTHOSTM003327	18	14	1	1	1	2	1	2	2	2	1	1
ORTHOSTM003329	18	14	1	1	2	2	1	3	1	1	1	1
ORTHOSTM003332	18	14	1	1	2	1	2	2	1	2	1	1
ORTHOSTM003334	18	14	1	1	1	1	1	4	1	1	1	1
ORTHOSTM003335	18	14	1	2	1	2	1	2	1	1	1	1
ORTHOSTM003338	18	14	1	1	1	2	1	2	1	1	1	1
ORTHOSTM003339	18	14	1	2	1	1	2	2	1	2	1	1
ORTHOSTM003340	18	14	1	1	1	3	1	2	1	2	1	1
ORTHOSTM003342	18	14	1	2	1	2	1	2	1	2	1	1
ORTHOSTM003343	18	14	1	1	1	1	1	2	2	2	1	1
ORTHOSTM003345	18	14	1	1	1	1	1	2	1	2	2	1
ORTHOSTM003346	18	14	1	1	1	1	1	2	1	4	1	1
ORTHOSTM003347	18	14	2	1	1	2	1	3	1	1	1	1
ORTHOSTM003348	18	14	1	1	1	1	1	3	1	2	1	1
ORTHOSTM003349	18	14	1	1	1	2	1	2	1	1	1	2
ORTHOSTM003350	18	14	1	1	1	2	1	2	1	2	1	1
ORTHOSTM003352	18	14	1	1	2	2	1	2	1	1	1	1
ORTHOSTM003356	18	14	2	2	1	1	1	2	1	2	1	1
ORTHOSTM003357	18	14	1	1	1	1	1	2	1	3	1	2
ORTHOSTM003361	18	14	1	1	1	2	1	2	1	1	1	2
ORTHOSTM003362	18	14	1	1	1	1	1	2	1	3	2	1
ORTHOSTM003370	18	14	1	1	1	2	2	1	1	1	1	2
ORTHOSTM003371	18	14	2	1	1	1	3	1	1	2	1	1
ORTHOSTM003372	18	14	2	1	1	1	2	1	1	3	1	1
ORTHOSTM003374	18	14	1	1	1	1	2	1	1	3	1	2
ORTHOSTM003376	18	14	1	1	1	1	3	1	1	3	1	1
ORTHOSTM003381	18	14	1	1	1	2	2	2	1	2	1	1
ORTHOSTM003382	18	14	1	1	1	2	2	1	1	2	1	1
ORTHOSTM003385	18	14	1	1	1	1	3	1	1	3	1	1
ORTHOSTM003388	18	14	1	1	1	1	2	1	2	1	1	1
ORTHOSTM003393	18	14	1	1	1	1	1	1	1	4	1	1
ORTHOSTM003395	18	14	2	2	1	2	1	1	1	1	1	1
ORTHOSTM003400	18	14	1	1	1	2	1	1	2	2	1	1
ORTHOSTM003401	18	14	1	1	1	1	1	1	1	5	1	1
ORTHOSTM003403	18	14	1	1	1	2	1	1	1	3	1	1
ORTHOSTM003404	18	14	1	1	1	2	1	2	1	2	1	2
ORTHOSTM003405	18	14	1	1	1	2	1	1	1	4	1	1
ORTHOSTM003407	18	14	2	1	1	1	1	1	1	4	1	1
ORTHOSTM003412	18	14	1	1	1	1	1	1	1	2	1	1
ORTHOSTM003414	18	14	1	1	1	2	1	1	1	2	1	3
ORTHOSTM003415	18	14	1	2	1	2	1	1	1	2	1	2
ORTHOSTM003416	18	14	1	1	1	1	1	2	1	3	1	1
ORTHOSTM003417	18	14	1	2	1	2	1	1	2	2	1	1
ORTHOSTM003418	18	14	1	1	1	1	1	1	1	5	1	1
ORTHOSTM003419	18	14	1	2	1	1	1	1	1	4	1	1
ORTHOSTM003421	18	14	1	1	1	2	1	1	1	2	1	3
ORTHOSTM003424	18	14	1	1	1	4	1	1	1	2	1	1
ORTHOSTM003425	18	14	1	1	1	2	1	1	1	2	1	1
ORTHOSTM003426	18	14	1	1	1	2	1	1	1	2	1	1
ORTHOSTM003428	18	14	1	2	1	2	1	2	1	1	1	1
ORTHOSTM003431	18	14	2	1	1	2	1	1	1	1	3	1
ORTHOSTM003432	18	14	1	1	1	2	1	2	1	1	1	2
ORTHOSTM003439	18	14	1	1	1	2	1	1	1	1	2	1
ORTHOSTM003443	18	14	1	1	2	1	1	1	2	1	2	2
ORTHOSTM003449	17	14	2	1	1	2	1	1	1	1	1	1
ORTHOSTM003450	17	14	2	1	1	1	2	1	2	1	1	1
ORTHOSTM003455	17	14	2	2	1	1	1	2	1	1	1	1
ORTHOSTM003457	17	14	2	1	1	1	1	2	1	2	1	1
ORTHOSTM003468	17	14	2	2	1	1	1	2	1	1	1	1
ORTHOSTM003472	17	14	2	1	1	2	1	2	1	1	1	1
ORTHOSTM003478	17	14	3	1	1	1	1	1	1	2	1	1
ORTHOSTM003481	17	14	2	1	1	1	1	1	1	1	1	1
ORTHOSTM003486	17	14	3	1	1	1	1	1	1	1	1	1
ORTHOSTM003490	17	14	1	1	1	1	1	2	1	2	1	2
ORTHOSTM003495	17	14	2	2	1	1	1	2	1	1	1	1
ORTHOSTM003497	17	14	2	1	1	1	1	2	1	1	1	1
ORTHOSTM003498	17	14	2	1	1	2	1	1	1	2	1	1
ORTHOSTM003500	17	14	2	1	1	1	1	2	1	2	1	1
ORTHOSTM003501	17	14	2	1	1	2	1	2	1	1	1	1
ORTHOSTM003502	17	14	2	2	1	1	1	2	1	1	1	1
ORTHOSTM003505	17	14	2	1	1	1	1	2	1	2	1	1
ORTHOSTM003506	17	14	2	1	1	2	1	2	1	1	1	1
ORTHOSTM003508	17	14	2	1	1	1	1	2	1	2	1	1
ORTHOSTM003529	17	14	1	1	1	1	1	2	1	2	1	1
ORTHOSTM003537	17	14	1	1	1	1	1	2	1	2	1	1
ORTHOSTM003548	17	14	1	2	1	1	1	2	1	2	1	1
ORTHOSTM003550	17	14	1	2	1	1	1	2	1	1	1	2
ORTHOSTM003551	17	14	1	2	1	1	1	2	1	2	1	1
ORTHOSTM003555	17	14	1	2	1	1	1	2	1	2	1	1
ORTHOSTM003557	17	14	1	2	1	1	2	2	1	1	1	1
ORTHOSTM003558	17	14	1	2	1	1	1	2	1	2	1	1
ORTHOSTM003560	17	14	1	2	1	1	1	2	1	2	1	1
ORTHOSTM003563	17	14	1	2	1	2	1	2	1	1	1	1
ORTHOSTM003573	17	14	1	2	1	2	1	2	1	1	1	1
ORTHOSTM003576	17	14	1	2	1	1	1	2	1	1	1	1
ORTHOSTM003581	17	14	1	2	1	1	1	2	1	1	2	1
ORTHOSTM003582	17	14	1	2	1	1	1	2	1	2	1	1
ORTHOSTM003583	17	14	1	2	1	2	1	2	1	1	1	1
ORTHOSTM003585	17	14	1	2	1	1	1	2	1	2	1	1
ORTHOSTM003587	17	14	1	2	1	2	1	2	1	1	1	1
ORTHOSTM003594	17	14	1	2	1	1	2	2	1	1	1	1
ORTHOSTM003595	17	14	1	2	1	2	1	1	1	2	1	1
ORTHOSTM003596	17	14	1	2	1	2	1	1	1	1	1	1
ORTHOSTM003597	17	14	2	2	1	1	1	1	1	2	1	1
ORTHOSTM003603	17	14	1	2	1	1	1	2	1	2	1	1
ORTHOSTM003604	17	14	1	2	1	1	1	2	1	2	1	1
ORTHOSTM003605	17	14	1	2	1	2	1	2	1	1	1	1
ORTHOSTM003608	17	14	1	2	1	1	1	2	1	2	1	1
ORTHOSTM003613	17	14	1	2	1	1	1	2	1	2	1	1
ORTHOSTM003614	17	14	1	2	1	3	1	1	1	1	1	1
ORTHOSTM003617	17	14	1	2	1	1	1	2	1	1	1	2
ORTHOSTM003618	17	14	1	2	1	2	1	2	1	1	1	1
ORTHOSTM003619	17	14	1	2	1	1	2	1	1	2	1	1
ORTHOSTM003621	17	14	1	2	1	2	1	2	1	1	1	1
ORTHOSTM003622	17	14	1	2	1	1	1	2	1	2	1	1
ORTHOSTM003624	17	14	1	2	1	2	1	2	1	1	1	1
ORTHOSTM003625	17	14	1	2	1	1	1	2	1	2	1	1
ORTHOSTM003627	17	14	1	2	1	1	1	2	1	2	1	1
ORTHOSTM003629	17	14	1	2	1	1	1	2	1	2	1	1
ORTHOSTM003630	17	14	1	2	1	2	1	1	1	1	2	1
ORTHOSTM003636	17	14	1	2	1	1	1	3	1	1	1	1
ORTHOSTM003638	17	14	1	2	1	1	1	2	1	2	1	1
ORTHOSTM003643	17	14	1	2	1	1	1	2	1	1	1	1
ORTHOSTM003645	17	14	1	2	1	1	1	2	1	2	1	1
ORTHOSTM003652	17	14	1	2	1	2	1	2	1	1	1	1
ORTHOSTM003653	17	14	1	2	1	2	1	2	1	1	1	1
ORTHOSTM003655	17	14	1	2	1	2	1	2	1	1	1	1
ORTHOSTM003656	17	14	1	2	1	1	1	2	1	1	1	1
ORTHOSTM003658	17	14	1	2	1	1	1	2	1	1	1	1
ORTHOSTM003661	17	14	1	2	1	1	1	2	1	2	1	1
ORTHOSTM003662	17	14	1	2	1	1	1	2	1	2	1	1
ORTHOSTM003670	17	14	1	2	1	1	1	2	1	2	1	1
ORTHOSTM003671	17	14	1	2	1	2	1	2	1	1	1	1
ORTHOSTM003674	17	14	1	2	1	1	1	2	1	2	1	1
ORTHOSTM003676	17	14	1	2	1	2	1	2	1	1	1	1
ORTHOSTM003677	17	14	1	2	1	1	1	2	1	1	1	2
ORTHOSTM003678	17	14	1	2	1	1	2	2	1	1	1	1
ORTHOSTM003680	17	14	1	2	1	2	1	2	1	1	1	1
ORTHOSTM003681	17	14	1	2	1	1	1	2	1	1	1	2
ORTHOSTM003685	17	14	1	2	1	2	1	2	1	1	1	1
ORTHOSTM003689	17	14	1	2	1	1	1	2	1	1	1	1
ORTHOSTM003690	17	14	1	2	1	1	1	2	1	1	1	1
ORTHOSTM003694	17	14	1	2	1	1	1	2	1	2	1	1
ORTHOSTM003695	17	14	1	2	1	1	1	2	1	1	1	1
ORTHOSTM003697	17	14	1	2	1	1	1	2	1	1	2	1
ORTHOSTM003699	17	14	1	2	1	1	2	2	1	1	1	1
ORTHOSTM003702	17	14	1	2	1	1	1	2	1	1	1	1
ORTHOSTM003704	17	14	1	2	1	1	1	1	1	2	1	2
ORTHOSTM003706	17	14	1	2	2	1	1	1	1	1	1	2
ORTHOSTM003709	17	14	1	2	1	1	1	2	1	1	1	1
ORTHOSTM003712	17	14	1	2	1	2	1	2	1	1	1	1
ORTHOSTM003715	17	14	1	2	1	1	1	2	1	1	1	1
ORTHOSTM003721	17	14	2	2	1	1	1	1	1	2	1	1
ORTHOSTM003722	17	14	1	2	1	2	1	2	1	1	1	1
ORTHOSTM003723	17	14	1	2	1	1	1	1	1	2	1	2
ORTHOSTM003724	17	14	2	2	1	1	1	1	1	2	1	1
ORTHOSTM003725	17	14	1	2	1	1	1	2	1	1	1	1
ORTHOSTM003727	17	14	1	2	1	2	1	2	1	1	1	1
ORTHOSTM003735	17	14	1	2	1	2	1	2	1	1	1	1
ORTHOSTM003736	17	14	1	2	1	2	1	2	1	1	1	1
ORTHOSTM003739	17	14	1	2	1	1	1	2	1	1	1	1
ORTHOSTM003742	17	14	1	2	1	2	1	1	1	2	1	1
ORTHOSTM003743	17	14	1	2	1	1	1	1	1	2	1	2
ORTHOSTM003744	17	14	1	2	1	2	1	2	1	1	1	1
ORTHOSTM003745	17	14	1	1	1	2	1	2	1	2	1	1
ORTHOSTM003746	17	14	1	2	1	2	1	2	1	1	1	1
ORTHOSTM003749	17	14	1	2	1	1	1	1	1	1	1	1
ORTHOSTM003754	17	14	1	2	1	2	1	2	1	1	1	1
ORTHOSTM003756	17	14	1	2	1	1	1	2	1	2	1	1
ORTHOSTM003757	17	14	1	2	1	1	1	2	1	2	1	1
ORTHOSTM003760	17	14	1	2	1	1	1	2	1	2	1	1
ORTHOSTM003761	17	14	1	2	1	1	1	2	1	2	1	1
ORTHOSTM003762	17	14	1	1	1	1	1	2	1	2	1	1
ORTHOSTM003765	17	14	1	2	1	2	1	2	1	1	1	1
ORTHOSTM003767	17	14	1	2	1	2	1	2	1	1	1	1
ORTHOSTM003768	17	14	1	2	1	2	1	2	1	1	1	1
ORTHOSTM003770	17	14	1	2	1	1	1	2	1	2	1	1
ORTHOSTM003775	17	14	1	2	1	2	1	2	1	1	1	1
ORTHOSTM003777	17	14	1	2	1	1	1	2	1	2	1	1
ORTHOSTM003779	17	14	1	2	1	2	1	2	1	1	1	1
ORTHOSTM003781	17	14	1	1	1	1	1	2	2	1	1	1
ORTHOSTM003786	17	14	1	1	1	2	1	1	2	1	1	1
ORTHOSTM003787	17	14	1	1	1	1	2	2	2	1	1	1
ORTHOSTM003788	17	14	1	1	1	1	3	1	2	1	1	1
ORTHOSTM003790	17	14	1	2	1	1	2	1	2	1	1	1
ORTHOSTM003793	17	14	1	1	1	2	1	2	2	1	1	1
ORTHOSTM003799	17	14	1	1	1	1	1	3	2	1	1	1
ORTHOSTM003800	17	14	1	2	1	1	1	2	2	1	1	1
ORTHOSTM003806	17	14	1	1	2	1	1	2	1	1	1	1
ORTHOSTM003810	17	14	1	1	1	2	1	2	1	1	1	1
ORTHOSTM003811	17	14	1	2	1	1	1	2	1	2	1	1
ORTHOSTM003812	17	14	1	1	1	2	1	2	1	2	1	1
ORTHOSTM003814	17	14	1	1	1	1	2	3	1	1	1	1
ORTHOSTM003815	17	14	1	2	1	2	1	2	1	1	1	1
ORTHOSTM003818	17	14	1	1	1	1	1	2	1	2	1	1
ORTHOSTM003820	17	14	1	2	1	1	1	2	1	2	1	1
ORTHOSTM003821	17	14	1	1	1	2	1	2	1	1	1	1
ORTHOSTM003822	17	14	1	1	1	1	1	2	1	2	1	2
ORTHOSTM003824	17	14	1	1	1	1	2	2	1	2	1	1
ORTHOSTM003826	17	14	1	1	1	2	1	2	1	2	1	1
ORTHOSTM003827	17	14	1	1	1	2	1	2	1	2	1	1
ORTHOSTM003828	17	14	1	2	1	1	1	2	1	2	1	1
ORTHOSTM003830	17	14	1	1	1	1	1	2	1	1	1	2
ORTHOSTM003833	17	14	1	1	1	2	1	2	1	2	1	1
ORTHOSTM003838	17	14	1	1	1	2	1	2	1	1	1	1
ORTHOSTM003841	17	14	1	1	1	2	1	2	1	1	1	1
ORTHOSTM003843	17	14	1	2	1	1	2	2	1	1	1	1
ORTHOSTM003845	17	14	1	1	1	1	2	2	1	2	1	1
ORTHOSTM003849	17	14	1	1	1	1	1	2	1	2	1	2
ORTHOSTM003858	17	14	1	1	1	2	1	2	1	2	1	1
ORTHOSTM003859	17	14	1	1	1	1	1	2	1	2	1	1
ORTHOSTM003860	17	14	1	1	1	1	1	2	1	2	1	2
ORTHOSTM003861	17	14	1	1	1	1	3	2	1	1	1	1
ORTHOSTM003864	17	14	1	2	1	1	1	2	1	2	1	1
ORTHOSTM003865	17	14	1	2	1	1	1	2	1	2	1	1
ORTHOSTM003868	17	14	1	1	1	2	1	2	1	1	2	1
ORTHOSTM003869	17	14	1	1	1	2	1	2	1	2	1	1
ORTHOSTM003871	17	14	1	1	1	1	1	2	1	2	1	1
ORTHOSTM003872	17	14	1	1	1	2	1	2	1	2	1	1
ORTHOSTM003875	17	14	1	1	1	2	1	2	1	2	1	1
ORTHOSTM003877	17	14	1	2	1	2	1	2	1	1	1	1
ORTHOSTM003878	17	14	1	1	1	2	1	2	1	2	1	1
ORTHOSTM003883	17	14	1	1	1	1	2	2	1	2	1	1
ORTHOSTM003886	17	14	1	1	1	2	1	3	1	1	1	1
ORTHOSTM003887	17	14	1	1	2	2	1	2	1	1	1	1
ORTHOSTM003888	17	14	1	1	1	1	2	3	1	1	1	1
ORTHOSTM003889	17	14	1	1	1	1	1	2	1	3	1	1
ORTHOSTM003890	17	14	1	1	1	2	1	2	1	2	1	1
ORTHOSTM003891	17	14	1	1	1	1	1	2	1	2	1	1
ORTHOSTM003893	17	14	1	1	1	1	1	2	1	3	1	1
ORTHOSTM003895	17	14	1	1	1	1	1	2	1	2	1	2
ORTHOSTM003898	17	14	1	2	1	1	1	2	1	2	1	1
ORTHOSTM003904	17	14	1	1	1	1	2	2	1	2	1	1
ORTHOSTM003907	17	14	1	1	1	1	2	2	1	2	1	1
ORTHOSTM003909	17	14	1	1	1	2	1	2	1	2	1	1
ORTHOSTM003911	17	14	1	1	1	1	1	2	1	2	1	2
ORTHOSTM003912	17	14	1	1	1	1	2	2	1	1	1	1
ORTHOSTM003913	17	14	1	1	1	2	1	2	1	2	1	1
ORTHOSTM003916	17	14	1	1	1	1	1	2	1	2	1	1
ORTHOSTM003918	17	14	1	1	1	2	1	2	1	1	1	2
ORTHOSTM003919	17	14	1	1	1	1	1	2	1	2	1	1
ORTHOSTM003922	17	14	1	1	1	1	1	2	1	3	1	1
ORTHOSTM003924	17	14	2	1	1	1	1	2	1	2	1	1
ORTHOSTM003925	17	14	1	1	1	2	1	3	1	1	1	1
ORTHOSTM003926	17	14	1	1	1	2	1	2	1	2	1	1
ORTHOSTM003927	17	14	1	1	1	1	2	2	1	2	1	1
ORTHOSTM003929	17	14	1	1	1	1	1	2	1	3	1	1
ORTHOSTM003933	17	14	1	1	1	2	1	2	1	1	1	1
ORTHOSTM003940	17	14	1	1	1	2	1	2	1	2	1	1
ORTHOSTM003941	17	14	1	1	1	1	1	2	1	3	1	1
ORTHOSTM003942	17	14	1	1	1	1	2	3	1	1	1	1
ORTHOSTM003951	17	14	1	1	1	2	1	2	1	2	1	1
ORTHOSTM003957	17	14	1	1	1	1	1	2	1	2	1	1
ORTHOSTM003959	17	14	1	1	1	1	1	2	1	2	1	1
ORTHOSTM003962	17	14	1	1	1	1	1	2	1	1	1	2
ORTHOSTM003963	17	14	1	1	1	2	1	2	1	2	1	1
ORTHOSTM003964	17	14	1	1	2	2	1	2	1	1	1	1
ORTHOSTM003967	17	14	1	1	1	1	1	2	1	2	1	1
ORTHOSTM003973	17	14	1	1	1	1	1	2	1	1	1	2
ORTHOSTM003974	17	14	1	1	1	2	1	2	1	2	1	1
ORTHOSTM003977	17	14	1	1	1	2	1	2	1	1	1	1
ORTHOSTM003978	17	14	1	1	1	2	1	2	1	1	1	2
ORTHOSTM003979	17	14	1	2	1	2	1	2	1	1	1	1
ORTHOSTM003982	17	14	1	1	1	2	1	2	1	2	1	1
ORTHOSTM003983	17	14	1	2	1	1	1	2	1	2	1	1
ORTHOSTM003984	17	14	1	1	1	1	1	3	1	1	1	1
ORTHOSTM003985	17	14	1	2	1	1	1	2	1	2	1	1
ORTHOSTM003986	17	14	2	2	1	1	1	2	1	1	1	1
ORTHOSTM003990	17	14	1	1	1	2	1	2	1	1	1	1
ORTHOSTM003994	17	14	1	1	1	1	1	2	1	2	1	1
ORTHOSTM003995	17	14	1	2	1	1	1	3	1	1	1	1
ORTHOSTM003996	17	14	1	1	1	1	1	4	1	1	1	1
ORTHOSTM003998	17	14	1	1	1	1	1	2	1	2	1	1
ORTHOSTM003999	17	14	1	1	1	2	1	2	1	1	1	1
ORTHOSTM004000	17	14	1	1	1	2	1	2	1	2	1	1
ORTHOSTM004004	17	14	1	1	1	2	1	2	1	1	1	2
ORTHOSTM004005	17	14	1	1	1	1	1	2	1	2	1	1
ORTHOSTM004009	17	14	1	1	1	2	1	2	1	2	1	1
ORTHOSTM004010	17	14	2	1	1	2	1	2	1	1	1	1
ORTHOSTM004011	17	14	1	1	1	1	1	2	1	2	1	1
ORTHOSTM004012	17	14	1	1	1	2	1	2	1	2	1	1
ORTHOSTM004013	17	14	2	1	1	2	1	2	1	1	1	1
ORTHOSTM004014	17	14	1	1	1	1	1	3	1	2	1	1
ORTHOSTM004015	17	14	1	1	1	2	1	2	1	1	1	2
ORTHOSTM004016	17	14	1	1	1	2	1	2	1	1	1	2
ORTHOSTM004017	17	14	1	1	1	1	1	2	1	2	1	1
ORTHOSTM004018	17	14	1	1	1	2	1	2	1	2	1	1
ORTHOSTM004022	17	14	1	2	1	1	1	2	1	2	1	1
ORTHOSTM004023	17	14	1	1	1	2	1	2	1	1	1	2
ORTHOSTM004024	17	14	1	1	1	2	1	2	1	2	1	1
ORTHOSTM004025	17	14	1	1	1	2	1	3	1	1	1	1
ORTHOSTM004026	17	14	2	1	1	1	1	2	1	1	1	2
ORTHOSTM004028	17	14	1	2	1	1	1	2	1	1	1	1
ORTHOSTM004030	17	14	1	1	1	2	2	2	1	1	1	1
ORTHOSTM004032	17	14	1	1	1	2	1	3	1	1	1	1
ORTHOSTM004033	17	14	1	1	1	2	1	2	1	2	1	1
ORTHOSTM004039	17	14	1	1	1	3	1	2	1	1	1	1
ORTHOSTM004040	17	14	2	1	2	1	1	2	1	1	1	1
ORTHOSTM004042	17	14	1	1	1	1	2	2	1	1	2	1
ORTHOSTM004044	17	14	1	1	1	1	1	2	1	2	1	1
ORTHOSTM004045	17	14	1	1	1	2	1	3	1	1	1	1
ORTHOSTM004046	17	14	1	1	1	2	1	2	1	2	1	1
ORTHOSTM004047	17	14	1	1	1	2	1	2	1	1	1	1
ORTHOSTM004049	17	14	1	1	1	2	1	2	1	2	1	1
ORTHOSTM004050	17	14	1	2	1	1	1	2	1	2	1	1
ORTHOSTM004052	17	14	1	1	1	1	1	2	1	2	1	2
ORTHOSTM004053	17	14	1	1	1	2	1	2	1	1	1	1
ORTHOSTM004055	17	14	1	2	1	2	1	2	1	1	1	1
ORTHOSTM004056	17	14	1	1	1	1	1	2	1	2	1	1
ORTHOSTM004058	17	14	1	1	1	2	1	2	1	2	1	1
ORTHOSTM004061	17	14	1	1	1	1	1	2	1	1	1	1
ORTHOSTM004063	17	14	1	1	1	1	2	2	1	2	1	1
ORTHOSTM004064	17	14	1	1	1	1	2	3	1	1	1	1
ORTHOSTM004066	17	14	1	1	1	2	1	2	1	1	2	1
ORTHOSTM004068	17	14	2	1	1	1	2	2	1	1	1	1
ORTHOSTM004074	17	14	1	1	1	1	1	2	1	3	1	1
ORTHOSTM004080	17	14	1	1	1	1	1	2	1	2	1	1
ORTHOSTM004082	17	14	1	1	1	2	1	2	1	2	1	1
ORTHOSTM004086	17	14	1	1	1	2	1	2	1	1	1	1
ORTHOSTM004088	17	14	1	1	1	1	1	2	1	3	1	1
ORTHOSTM004090	17	14	1	1	1	2	1	2	1	2	1	1
ORTHOSTM004092	17	14	1	1	1	1	1	2	1	3	1	1
ORTHOSTM004093	17	14	1	1	1	2	1	2	1	1	1	1
ORTHOSTM004097	17	14	1	1	1	1	1	2	1	2	1	2
ORTHOSTM004098	17	14	1	1	1	2	1	2	1	1	1	1
ORTHOSTM004102	17	14	1	1	1	2	2	2	1	1	1	1
ORTHOSTM004103	17	14	1	1	1	1	1	2	1	3	1	1
ORTHOSTM004104	17	14	1	2	1	1	1	2	1	2	1	1
ORTHOSTM004106	17	14	1	1	1	2	1	2	1	1	1	2
ORTHOSTM004107	17	14	1	1	2	2	1	2	1	1	1	1
ORTHOSTM004110	17	14	1	1	1	2	1	2	1	2	1	1
ORTHOSTM004111	17	14	1	1	2	1	1	2	1	1	1	1
ORTHOSTM004116	17	14	1	1	1	2	1	2	1	2	1	1
ORTHOSTM004117	17	14	1	1	1	2	1	3	1	1	1	1
ORTHOSTM004119	17	14	1	1	1	2	1	2	1	1	1	1
ORTHOSTM004120	17	14	1	1	1	2	1	2	1	2	1	1
ORTHOSTM004122	17	14	1	1	1	2	1	2	1	2	1	1
ORTHOSTM004123	17	14	2	1	1	2	1	2	1	1	1	1
ORTHOSTM004125	17	14	1	1	1	2	1	2	1	2	1	1
ORTHOSTM004126	17	14	1	1	1	2	1	2	1	2	1	1
ORTHOSTM004127	17	14	1	1	1	2	1	3	1	1	1	1
ORTHOSTM004129	17	14	1	1	1	1	2	2	1	2	1	1
ORTHOSTM004130	17	14	1	1	1	1	1	2	1	2	1	1
ORTHOSTM004131	17	14	1	1	1	1	1	2	1	3	1	1
ORTHOSTM004134	17	14	1	1	1	2	1	2	1	2	1	1
ORTHOSTM004137	17	14	1	1	1	1	1	2	1	3	1	1
ORTHOSTM004141	17	14	1	1	1	1	1	3	1	2	1	1
ORTHOSTM004147	17	14	1	2	1	2	1	2	1	1	1	1
ORTHOSTM004150	17	14	1	1	1	1	1	2	1	2	2	1
ORTHOSTM004153	17	14	1	2	1	2	1	2	1	1	1	1
ORTHOSTM004154	17	14	1	1	2	2	1	2	1	1	1	1
ORTHOSTM004156	17	14	1	1	2	1	1	2	1	1	1	2
ORTHOSTM004158	17	14	1	1	1	1	1	2	1	2	1	1
ORTHOSTM004160	17	14	1	1	1	1	1	2	2	2	1	1
ORTHOSTM004161	17	14	1	1	1	2	1	2	1	2	1	1
ORTHOSTM004163	17	14	1	1	1	1	1	2	1	2	2	1
ORTHOSTM004164	17	14	1	1	1	1	1	2	1	2	1	2
ORTHOSTM004167	17	14	1	2	1	2	1	2	1	1	1	1
ORTHOSTM004168	17	14	1	1	1	2	1	2	1	2	1	1
ORTHOSTM004172	17	14	1	1	1	1	1	2	1	3	1	1
ORTHOSTM004173	17	14	1	1	1	2	1	2	1	2	1	1
ORTHOSTM004174	17	14	1	1	1	1	1	2	1	2	2	1
ORTHOSTM004176	17	14	1	1	1	1	1	2	2	2	1	1
ORTHOSTM004181	17	14	1	1	1	1	1	2	1	3	1	1
ORTHOSTM004182	17	14	1	1	1	2	1	2	1	2	1	1
ORTHOSTM004183	17	14	2	1	1	2	1	2	1	1	1	1
ORTHOSTM004185	17	14	1	1	1	2	1	2	1	2	1	1
ORTHOSTM004186	17	14	1	1	2	2	1	2	1	1	1	1
ORTHOSTM004188	17	14	1	1	1	1	1	2	1	2	1	1
ORTHOSTM004191	17	14	1	1	1	2	1	2	1	2	1	1
ORTHOSTM004192	17	14	1	1	1	2	1	2	1	2	1	1
ORTHOSTM004194	17	14	1	1	1	1	1	2	1	3	1	1
ORTHOSTM004195	17	14	1	1	1	2	1	2	1	1	1	1
ORTHOSTM004197	17	14	1	1	1	1	1	2	1	1	1	1
ORTHOSTM004198	17	14	1	2	1	1	1	2	1	1	1	1
ORTHOSTM004199	17	14	1	2	1	1	1	2	1	2	1	1
ORTHOSTM004200	17	14	1	1	1	2	1	2	1	1	1	2
ORTHOSTM004201	17	14	1	1	1	1	1	3	1	2	1	1
ORTHOSTM004202	17	14	1	1	1	1	2	2	1	2	1	1
ORTHOSTM004203	17	14	1	2	1	2	1	2	1	1	1	1
ORTHOSTM004206	17	14	1	1	1	2	1	2	1	2	1	1
ORTHOSTM004208	17	14	1	1	1	2	1	2	1	1	1	1
ORTHOSTM004211	17	14	1	1	1	2	1	2	1	2	1	1
ORTHOSTM004212	17	14	2	1	1	1	1	2	1	1	1	1
ORTHOSTM004213	17	14	1	1	1	1	1	2	1	2	2	1
ORTHOSTM004215	17	14	1	1	1	2	1	2	1	1	1	2
ORTHOSTM004216	17	14	1	1	1	1	1	3	1	1	1	1
ORTHOSTM004218	17	14	1	1	1	2	2	2	1	1	1	1
